UPC Code,Picture,Number,Name(Zh),Name(En),Name(Es),Name(It),Category,Department,Custom Category,Brand,Custom Brand,UPC Code,Origin(UPC),Description,IPK Code,Origin(IPK),Case Code,Origin(Case),Craft(Zh),Craft(En),Craft(Es),Craft(It),Case Rate,Case Length(ft),Case Width(ft),Case Height(ft),Case Cube(ft³),Case Weight(lb),Layer Rate(Case),Pallet Rate(Case),IPK Rate,IPK Length(ft),IPK Width(ft),IPK Height(ft),IPK Cube(ft³),IPK Weight(lb),Layer Rate(IPK),Pallet Rate(IPK),Dozen Rate,Dozen Length(ft),Dozen Width(ft),Dozen Height(ft),Dozen Cube(ft³),Dozen Weight(lb),Layer Rate(Dozen),Pallet Rate(Dozen),Piece Length(ft),Piece Width(ft),Piece Height(ft),Piece Cube(ft³),Piece Weight(lb),Layer Rate(Piece),Pallet Rate(Piece),Future Sale Manage Rate
786138704880,,2440,EMOJI STAMPERS 5 PCS SET,EMOJI STAMPERS 5 PCS SET,EMOJI STAMPERS 5 PCS SET,EMOJI STAMPERS 5 PCS SET,Others,Stationary & School Supplies,Writing Supplies,PLAYKIDIZ ,PLAYKIDIZ ,786138704880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138802433,,2416,GLITTER GEL PENS 10 PACK,GLITTER GEL PENS 10 PACK,GLITTER GEL PENS 10 PACK,GLITTER GEL PENS 10 PACK,Others,Stationary & School Supplies,Writing Supplies,PLAYKIDIZ ,PLAYKIDIZ ,086138802433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138802464,,PK-2419,100 PACK GEL PENS,100 PACK GEL PENS,100 PACK GEL PENS,100 PACK GEL PENS,Others,Stationary & School Supplies,Writing Supplies,PLAYKIDIZ ,PLAYKIDIZ ,086138802464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138704934,,2445,40 Sheet Presentation Book,40 Sheet Presentation Book,40 Sheet Presentation Book,40 Sheet Presentation Book,Others,Stationary & School Supplies,Binders & Dividers,PLAYKIDIZ ,PLAYKIDIZ ,786138704934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138704903,,PK-2442,Alef Beis Erasers,Alef Beis Erasers,Alef Beis Erasers,Alef Beis Erasers,Others,Stationary & School Supplies,Erasers & Rulers,PLAYKIDIZ ,PLAYKIDIZ ,786138704903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138700769,,3090,PLAYKIDIZ GARBAGE TRUCK,PLAYKIDIZ GARBAGE TRUCK,PLAYKIDIZ GARBAGE TRUCK,PLAYKIDIZ GARBAGE TRUCK,Others,Vehicles & RC,Emergency & Service Vehicles,PLAYKIDIZ ,PLAYKIDIZ ,786138700769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138700776,,3091,PLAYKIDZ FIRE TRUCK,PLAYKIDZ FIRE TRUCK,PLAYKIDZ FIRE TRUCK,PLAYKIDZ FIRE TRUCK,Others,Vehicles & RC,Emergency & Service Vehicles,PLAYKIDIZ ,PLAYKIDIZ ,786138700776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138706327,,PK-3427,"PLAYKIDIZ 15"" RESCUE HELICOPTER","PLAYKIDIZ 15"" RESCUE HELICOPTER","PLAYKIDIZ 15"" RESCUE HELICOPTER","PLAYKIDIZ 15"" RESCUE HELICOPTER",Others,Vehicles & RC,Ships & Aircraft,PLAYKIDIZ ,PLAYKIDIZ ,786138706327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138804024,,3052,LITTLE BOAT TRAIN,LITTLE BOAT TRAIN,LITTLE BOAT TRAIN,LITTLE BOAT TRAIN,Others,Vehicles & RC,Trains & Railways,PLAYKIDIZ ,PLAYKIDIZ ,086138804024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138804253,,PK-3060,CONSTRUCTION TRUCKS,CONSTRUCTION TRUCKS,CONSTRUCTION TRUCKS,CONSTRUCTION TRUCKS,Others,Vehicles & RC,Emergency & Service Vehicles,PLAYKIDIZ ,PLAYKIDIZ ,086138804253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138700714,,3086,HOOLA HOOPS,HOOLA HOOPS,HOOLA HOOPS,HOOLA HOOPS,Others,Vehicles & RC,Emergency & Service Vehicles,PLAYKIDIZ ,PLAYKIDIZ ,786138700714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138803539,,3200,ROCKET COPTERS,ROCKET COPTERS,ROCKET COPTERS,ROCKET COPTERS,Others,Vehicles & RC,Cars & Trucks,PLAYKIDIZ ,PLAYKIDIZ ,086138803539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138706334,,3428,"PLAYKIDIZ 15"" AMBULANCE","PLAYKIDIZ 15"" AMBULANCE","PLAYKIDIZ 15"" AMBULANCE","PLAYKIDIZ 15"" AMBULANCE",Others,Vehicles & RC,Emergency & Service Vehicles,PLAYKIDIZ ,PLAYKIDIZ ,786138706334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
085761242890,,10620,TRAIN SET ALL ABOARD,TRAIN SET ALL ABOARD,TRAIN SET ALL ABOARD,TRAIN SET ALL ABOARD,Others,Vehicles & RC,Trains & Railways,PLAYKIDIZ ,PLAYKIDIZ ,085761242890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138710355,,3558,Action Garage 3 levels,Action Garage 3 levels,Action Garage 3 levels,Action Garage 3 levels,Others,Vehicles & RC,Cars & Trucks,PLAYKIDIZ ,PLAYKIDIZ ,786138710355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138710362,,3559,Action Garage 2 levels,Action Garage 2 levels,Action Garage 2 levels,Action Garage 2 levels,Others,Vehicles & RC,Cars & Trucks,PLAYKIDIZ ,PLAYKIDIZ ,786138710362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138706341,,3429,"PLAYKIDIZ 15"" SWAT CAR","PLAYKIDIZ 15"" SWAT CAR","PLAYKIDIZ 15"" SWAT CAR","PLAYKIDIZ 15"" SWAT CAR",Cars & Trucks,Vehicles & RC,Emergency & Service Vehicles,PLAYKIDIZ ,PLAYKIDIZ ,786138706341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138800897,,1118,TOYS4U MINI TRAILER,TOYS4U MINI TRAILER,TOYS4U MINI TRAILER,TOYS4U MINI TRAILER,Cars & Trucks,Vehicles & RC,Cars & Trucks,PLAYKIDIZ ,PLAYKIDIZ ,086138800897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138700585,,1127,BACK FLIP RAMP,BACK FLIP RAMP,BACK FLIP RAMP,BACK FLIP RAMP,Cars & Trucks,Vehicles & RC,Cars & Trucks,PLAYKIDIZ ,PLAYKIDIZ ,786138700585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138706358,,PK-3430,R/C AIR FORCE COLLECTION - NAVY STAR SILVER,R/C AIR FORCE COLLECTION - NAVY STAR SILVER,R/C AIR FORCE COLLECTION - NAVY STAR SILVER,R/C AIR FORCE COLLECTION - NAVY STAR SILVER,Cars & Trucks,Vehicles & RC,Remote Control,PLAYKIDIZ ,PLAYKIDIZ ,786138706358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
086138803812,,3216,MINI TRUCK,MINI TRUCK,MINI TRUCK,MINI TRUCK,Cars & Trucks,Vehicles & RC,Cars & Trucks,PLAYKIDIZ ,PLAYKIDIZ ,086138803812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138708499,,PK-3492,Mini Cars playset,Mini Cars playset,Mini Cars playset,Mini Cars playset,Cars & Trucks,Vehicles & RC,Cars & Trucks,PLAYKIDIZ ,PLAYKIDIZ ,786138708499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138708727,,PK-3478,Car carrier,Car carrier,Car carrier,Car carrier,Cars & Trucks,Vehicles & RC,Cars & Trucks,PLAYKIDIZ ,PLAYKIDIZ ,786138708727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138708734,,3479,Deluxe Car carrier,Deluxe Car carrier,Deluxe Car carrier,Deluxe Car carrier,Cars & Trucks,Vehicles & RC,Cars & Trucks,PLAYKIDIZ ,PLAYKIDIZ ,786138708734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138708901,,PK-3512,Emergency Vehicles,Emergency Vehicles,Emergency Vehicles,Emergency Vehicles,Cars & Trucks,Vehicles & RC,Emergency & Service Vehicles,PLAYKIDIZ ,PLAYKIDIZ ,786138708901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138708918,,PK-3513,Playkidiz City Vehicles,Playkidiz City Vehicles,Playkidiz City Vehicles,Playkidiz City Vehicles,Cars & Trucks,Vehicles & RC,Cars & Trucks,PLAYKIDIZ ,PLAYKIDIZ ,786138708918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138708925,,PK-3514,Playkidiz Emergency + City Vehicle Bundle,Playkidiz Emergency + City Vehicle Bundle,Playkidiz Emergency + City Vehicle Bundle,Playkidiz Emergency + City Vehicle Bundle,Cars & Trucks,Vehicles & RC,Emergency & Service Vehicles,PLAYKIDIZ ,PLAYKIDIZ ,786138708925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138709762,,3522,PLAY CITY Vehicles and Figures Mega Playset,PLAY CITY Vehicles and Figures Mega Playset,PLAY CITY Vehicles and Figures Mega Playset,PLAY CITY Vehicles and Figures Mega Playset,Cars & Trucks,Vehicles & RC,Cars & Trucks,PLAYKIDIZ ,PLAYKIDIZ ,786138709762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138710713,,PK-3574,Rescue Ambulance Set,Rescue Ambulance Set,Rescue Ambulance Set,Rescue Ambulance Set,Cars & Trucks,Vehicles & RC,Emergency & Service Vehicles,PLAYKIDIZ ,PLAYKIDIZ ,786138710713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138701148,,Pk-1326,Pegture,Pegture,Pegture,Pegture,Others,,"Bricks, Blocks & Building Sets",PLAYKIDIZ ,PLAYKIDIZ ,786138701148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138708048,,3472,Rocking Pony,Rocking Pony,Rocking Pony,Rocking Pony,Others,,Outdoor Play ,PLAYKIDIZ ,PLAYKIDIZ ,786138708048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786138704668,,PK-3346,My first pegs 20pc set,My first pegs 20pc set,My first pegs 20pc set,My first pegs 20pc set,Others,Baby & Toddler Toys,Early Learning & Development,PLAYKIDIZ ,PLAYKIDIZ ,786138704668,786138704668,"20pcs/set packed in color box. With 19 pegs + 1 peg board. Made for little handle. Stack, sort, build, and create. 12 sets/carton.",,,,,,,,,,1.9024,0.984,1.4432,,,,,,0.9184,0.9184,0.2296,,1.1,,,,,,,,,,,,,,,,,,
,3091,PLAYKIDZ FIRE TRUCK,PLAYKIDZ FIRE TRUCK,PLAYKIDZ FIRE TRUCK,PLAYKIDZ FIRE TRUCK,Others,Building Sets & Blocks,"Bricks, Blocks & Building Sets",PLAY BUILD,PLAY BUILD,786138700776,786138700776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
